MasterSite,SiteName,FriendlySiteName,Genus,Species,SPEC,SurveyDate,Primary,Secondary,SecNumConsec,Captures,Model,Reason
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,4/20/21,1,1,11,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,4/21/21,1,2,12,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,4/22/21,,,13,0,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,4/23/21,1,4,14,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,5/11/21,,,15,0,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,5/12/21,2,3,16,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,5/13/21,2,4,17,1,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,6/8/21,,,18,0,1,
MudLake,Mud Lake 3,MudLake3,Notophthalmus,viridescens,NOVI,6/9/21,3,3,19,1,1,
PrairieCreek,Prairie Creek,NBEY-57,Necturus,beyeri,NEBE,3/12/18,1,2,1,1,0,Site Abandoned
PrairieCreek,Prairie Creek,NBEY-57,Necturus,beyeri,NEBE,3/15/18,1,3,2,1,0,Site Abandoned
PrairieCreek,Prairie Creek,NBEY-57,Necturus,beyeri,NEBE,5/3/18,2,1,3,1,0,Site Abandoned
PrairieCreek,Prairie Creek,NBEY-57,Necturus,beyeri,NEBE,5/8/18,2,2,4,1,0,Site Abandoned
PrairieCreek,Prairie Creek,NBEY-57,Necturus,beyeri,NEBE,3/1/19,3,1,5,1,0,Site Abandoned
PrairieCreek,Prairie Creek,NBEY-57,Necturus,beyeri,NEBE,3/6/19,3,2,6,1,0,Site Abandoned
PrairieCreek,Prairie Creek,NBEY-57,Necturus,beyeri,NEBE,3/11/19,3,3,7,1,0,Site Abandoned
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,9/4/18,1,1,1,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,9/5/18,1,2,2,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,9/6/18,1,3,3,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,7/8/19,1,1,4,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,7/9/19,1,2,5,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,7/10/19,1,3,6,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,9/17/19,2,1,7,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,9/18/19,2,2,8,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,9/19/19,2,3,9,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,8/31/20,1,1,10,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,9/1/20,1,2,11,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,9/2/20,1,3,12,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,11/2/20,2,1,13,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,11/3/20,2,2,14,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,11/4/20,2,3,15,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,8/3/21,1,1,16,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,8/4/21,1,2,17,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,8/5/21,1,3,18,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,10/4/21,2,1,19,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,10/5/21,2,2,20,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,10/6/21,2,3,21,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,8/2/22,1,1,22,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,8/3/22,1,2,23,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,8/4/22,1,3,24,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,9/6/22,2,1,25,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,9/7/22,2,2,26,1,1,
SanFrancisquito,San Francisquito Canyon,SFC,Rana,draytonii,RADR,9/8/22,2,3,27,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/13/18,1,1,1,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/14/18,1,2,2,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/15/18,1,3,3,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/20/18,1,4,4,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/10/18,2,1,5,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/14/18,2,2,6,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/1/18,3,1,7,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/27/18,4,1,8,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/28/18,4,2,9,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/17/18,5,1,10,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/19/18,5,2,11,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/4/19,1,1,12,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/6/19,1,2,13,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/24/19,2,1,14,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/25/19,2,2,15,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/26/19,2,3,16,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/20/19,3,1,17,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/21/19,3,2,18,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/22/19,3,3,19,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/24/19,3,4,20,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/29/19,3,5,21,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/6/19,3,6,22,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/19/19,4,1,23,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/24/19,4,2,24,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/25/19,4,3,25,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/26/19,4,4,26,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/1/19,5,1,27,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/8/19,5,2,28,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/10/19,5,3,29,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/15/19,5,4,30,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/19/19,5,5,31,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,3/11/20,1,1,32,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,3/17/20,1,2,33,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,3/18/20,1,3,34,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,3/19/20,1,4,35,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,3/20/20,1,5,36,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/2/20,2,1,37,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/15/20,3,1,38,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/18/20,3,2,39,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/19/20,3,3,40,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/20/20,3,4,41,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/21/20,3,5,42,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/22/20,3,6,43,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/5/20,4,1,44,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/11/20,4,2,45,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/15/20,4,3,46,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/16/20,4,4,47,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/17/20,4,5,48,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/18/20,4,6,49,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/23/20,5,1,50,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/26/20,5,2,51,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/29/20,5,3,52,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/1/20,5,4,53,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/6/20,5,5,54,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/7/20,5,6,55,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/8/20,5,7,56,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,3/22/21,1,1,57,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,3/27/21,1,2,58,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,3/30/21,1,3,59,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/13/21,2,1,60,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/17/21,3,1,61,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/18/21,3,2,62,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/20/21,3,3,63,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/24/21,3,4,64,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/14/21,4,1,65,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/15/21,4,2,66,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/18/21,4,3,67,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/21/21,4,4,68,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/24/21,4,5,69,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/12/21,5,1,70,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/14/21,5,2,71,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,7/15/21,5,3,72,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/24/22,1,1,73,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/25/22,1,2,74,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,4/27/22,1,3,75,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/10/22,2,1,76,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/11/22,2,2,77,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,5/13/22,2,3,78,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/5/22,3,1,79,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/8/22,3,2,80,1,1,
ScotiaBarrens,Scotia Barrens A11,A11,Notophthalmus,viridescens,NOVI,6/9/22,3,3,81,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/13/18,1,1,1,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/15/18,1,2,2,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/20/18,1,3,3,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/10/18,2,1,4,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/11/18,2,2,5,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/14/18,2,3,6,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/24/18,3,1,7,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/1/18,3,2,8,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/27/18,4,1,9,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/28/18,4,2,10,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/17/18,5,1,11,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/19/18,5,2,12,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/4/19,1,1,13,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/6/19,1,2,14,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/17/19,1,3,15,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/30/19,2,1,16,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/1/19,2,2,17,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/2/19,2,3,18,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/8/19,2,4,19,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/15/19,3,1,20,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/21/19,3,2,21,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/22/19,3,3,22,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/24/19,3,4,23,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/30/19,3,5,24,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/7/19,4,1,25,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/20/19,5,1,26,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/24/19,5,2,27,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/25/19,5,3,28,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/26/19,5,4,29,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/2/19,6,1,30,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/9/19,6,2,31,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/12/19,6,3,32,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/15/19,6,4,33,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/17/19,6,5,34,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,3/10/20,1,1,35,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,3/11/20,1,2,36,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,3/16/20,1,3,37,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,3/18/20,1,4,38,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,3/20/20,1,5,39,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/9/20,2,1,40,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/15/20,3,1,41,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/19/20,3,2,42,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/21/20,3,3,43,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/26/20,3,4,44,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/4/20,3,5,45,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/10/20,4,1,46,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/11/20,4,2,47,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/15/20,4,3,48,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/16/20,4,4,49,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/17/20,4,5,50,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/24/20,4,6,51,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/26/20,4,7,52,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/29/20,4,8,53,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/1/20,4,9,54,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/2/20,4,10,55,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/6/20,5,1,56,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/7/20,5,2,57,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/8/20,5,3,58,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/10/20,5,4,59,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/14/20,5,5,60,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/22/20,5,6,61,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/24/20,5,7,62,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/27/20,5,8,63,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/28/20,5,9,64,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/29/20,5,10,65,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,3/22/21,1,1,66,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,3/27/21,1,2,67,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,3/29/21,1,3,68,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,3/30/21,1,4,69,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/12/21,2,1,70,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/18/21,3,1,71,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/20/21,3,2,72,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/21/21,3,3,73,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/24/21,3,4,74,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/27/21,3,5,75,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/15/21,4,1,76,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/16/21,4,2,77,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/18/21,4,3,78,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/25/21,4,4,79,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/13/21,5,1,80,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/14/21,5,2,81,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/15/21,5,3,82,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/24/22,1,1,83,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/25/22,1,2,84,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,4/27/22,1,3,85,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/11/22,2,1,86,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/12/22,2,2,87,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,5/13/22,2,3,88,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/6/22,3,1,89,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,6/9/22,3,2,90,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/6/22,4,1,91,1,1,
ScotiaBarrens,Scotia Barrens P1,P1,Notophthalmus,viridescens,NOVI,7/7/22,4,2,92,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,4/17/19,1,1,1,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,4/24/19,1,2,2,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,4/25/19,1,3,3,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,4/26/19,1,4,4,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,4/27/19,1,5,5,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,5/21/19,2,1,6,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,5/22/19,2,2,7,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,5/23/19,2,3,8,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,5/24/19,2,4,9,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,5/28/19,2,5,10,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,6/5/19,2,6,11,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,6/17/19,3,1,12,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,6/24/19,3,2,13,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,6/25/19,3,3,14,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,6/26/19,3,4,15,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,7/1/19,4,1,16,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,7/8/19,4,2,17,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,7/10/19,4,3,18,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,7/12/19,4,4,19,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,7/15/19,4,5,20,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,7/18/19,4,6,21,1,1,
ScotiaBarrens,Scotia Barrens SC37,SC37,Notophthalmus,viridescens,NOVI,8/9/19,5,1,22,1,1,
